brand type,km,ownerno,oem,model,modelyear,price,registration year,insurance validity,fuel type,seats,transmission,year of manufacture,displacement,no of cylinder,values per cylinder,turbo charger,super charger,length,width,height,gear box,drive type,steering type,turning radius,tyre type,no door numbers,city
sedan,96573,1,maruti,maruti swift dzire,2016,507000,2016,zero dep,petrol,5,manual,2016,1197,4,4,no,no,3995,1735,1515,5,fwd,electric,4.8,tubeless radial,4,chennai
suv,30000,1,kia,kia seltos,2019,1625000,2019,comprehensive,diesel,5,automatic,2019,1493,4,4,yes,no,4315,1800,1645,6,fwd,electric,5.41,tubeless radial,5,chennai
hatchback,63720,2,hyundai,hyundai grand i10,2016,528000,2016,comprehensive,petrol,5,manual,2016,1197,4,4,no,no,3765,1660,1520,5,fwd,power,4.8,tubeless,5,chennai
hatchback,14411,1,maruti,maruti alto 800,2021,434999,2021,comprehensive,petrol,5,manual,2021,796,3,4,no,no,3445,1515,1475,5,fwd,manual,4.6,tubeless,5,chennai
suv,11000,1,volkswagen,volkswagen taigun,2022,1490000,2022,comprehensive,petrol,5,automatic,2022,999,3,4,yes,no,4221,1760,1612,6,fwd,electric,5.05,tubeless radial,5,chennai
suv,21000,1,skoda,skoda kushaq,2022,1789999,2022,comprehensive,petrol,5,automatic,2022,1498,4,4,yes,no,4225,1760,1612,7,fwd,electric,5.42,tubeless radial,5,chennai
suv,34392,1,honda,honda wr-v,2017,625000,2017,comprehensive,petrol,5,manual,2017,1199,4,4,no,no,3999,1734,1601,5,fwd,electric,5.3,tubeless radial,5,chennai
hatchback,20000,1,hyundai,hyundai grand i10 nios,2022,690000,2022,third party,petrol,5,manual,2022,1197,4,4,no,no,3805,1680,1520,5,fwd,electric,5.01,tubeless radial,5,chennai
suv,10000,1,kia,kia sonet,2022,1350000,2022,third party,petrol,5,manual,2022,998,3,4,yes,no,3995,1790,1642,6,fwd,electric,5.41,tubeless radial,5,chennai
suv,20000,1,mg,mg astor,2022,1550000,2022,third party,petrol,5,automatic,2022,1498,4,4,no,no,4323,1809,1650,8,fwd,electronic,5.41,tubeless radial,5,chennai
hatchback,47000,1,toyota,toyota glanza,2019,790000,2019,comprehensive,petrol,5,automatic,2019,1197,4,4,no,no,3995,1745,1510,5,fwd,electric,4.9,radial,5,chennai
hatchback,60333,2,maruti,maruti alto k10,2014,270000,2014,comprehensive,petrol,5,manual,2014,998,3,4,no,no,3545,1515,1475,5,fwd,power,4.6,tubeless radial,5,chennai
hatchback,81058,1,hyundai,hyundai grand i10,2014,365000,2014,comprehensive,diesel,5,manual,2014,1186,3,4,no,no,3765,1660,1520,5,fwd,power,4.8,tubeless,5,chennai
sedan,51800,2,honda,honda civic,2010,425000,2010,comprehensive,petrol,5,manual,2010,1799,4,4,no,no,4545,1750,1450,5,fwd,power,5.4,tubeless radial,4,chennai
hatchback,32797,2,hyundai,hyundai grand i10,2016,528000,2016,comprehensive,petrol,5,manual,2016,1197,4,4,no,no,3765,1660,1520,5,fwd,power,4.8,tubeless,5,chennai
hatchback,69731,1,hyundai,hyundai grand i10,2016,511000,2016,comprehensive,petrol,5,manual,2016,1197,4,4,no,no,3765,1660,1520,5,fwd,power,4.8,tubeless,5,chennai
sedan,54000,2,honda,honda city,2016,625000,2016,comprehensive,petrol,5,manual,2016,1497,4,4,no,no,4440,1695,1495,5,fwd,power,5.3,tubeless radial,4,chennai
hatchback,110267,2,nissan,nissan micra active,2016,327000,2016,comprehensive,petrol,5,manual,2016,1198,3,4,no,no,3801,1665,1530,5,fwd,power,4.65,tubeless radial,5,chennai
suv,31767,1,mahindra,mahindra kuv 100,2018,505000,2018,third party,petrol,6,manual,2018,1198,3,4,no,no,3675,1715,1655,5,fwd,power,5.05,tubeless radial,5,chennai
suv,45677,2,honda,honda wr-v,2018,640000,2018,comprehensive,petrol,5,manual,2018,1199,4,4,no,no,3999,1734,1601,5,fwd,electric,5.3,tubeless radial,5,chennai
hatchback,66656,1,maruti,maruti celerio,2017,449000,2017,comprehensive,petrol,5,manual,2017,998,3,4,no,no,3695,1655,1555,5,fwd,electric,4.83,tubeless radial,5,chennai
sedan,27000,1,honda,honda amaze,2019,725000,2019,comprehensive,diesel,5,manual,2019,1498,4,4,yes,no,3995,1695,1501,5,fwd,electric,4.9,tubeless radial,4,chennai
hatchback,37004,1,renault,renault kwid,2021,495000,2021,comprehensive,petrol,5,manual,2021,999,3,4,no,no,3731,1579,1474,5,fwd,electric,4.9,tubeless radial,5,chennai
hatchback,85274,2,hyundai,hyundai i10,2011,271000,2011,comprehensive,petrol,5,manual,2011,1197,4,4,no,no,3585,1595,1550,5,fwd,power,5.01,tubeless radial,4,chennai
suv,60000,2,hyundai,hyundai creta,2017,940000,2017,third party,diesel,5,manual,2017,1582,4,4,yes,no,4270,1780,1630,6,fwd,power,5.3,tubeless,5,chennai
sedan,42000,1,honda,honda city,2017,799000,2017,comprehensive,petrol,5,manual,2017,1497,4,4,no,no,4440,1695,1495,5,fwd,electric,5.3,tubeless radial,4,chennai
suv,20000,1,hyundai,hyundai creta,2022,1850000,2022,third party,diesel,5,manual,2022,1493,4,4,yes,no,4300,1790,1635,6,fwd,power,5.01,tubeless radial,5,chennai
muv,30000,1,kia,kia carens,2022,2000000,2022,third party,diesel,7,automatic,2022,1493,4,4,yes,no,4540,1800,1708,6,2wd,power,5.41,tubeless radial,5,chennai
sedan,25000,1,mercedes-benz,mercedes-benz e-class,2017,4500000,2017,comprehensive,diesel,5,automatic,2017,1950,4,4,yes,no,5063,1860,1494,9,rwd,electric,6.0,tubeless radial,4,chennai
suv,80000,3,mahindra,mahindra xuv500,2014,700000,2014,third party,diesel,7,manual,2014,2179,4,4,yes,no,4585,1890,1785,6,fwd,power,5.6,tubeless radial,5,chennai
sedan,60000,2,hyundai,hyundai verna,2015,585000,2015,third party,petrol,5,manual,2015,1591,4,4,no,no,4370,1700,1475,5,fwd,power,5.2,tubeless radial,4,chennai
suv,20000,1,tata,tata harrier,2022,2050000,2022,third party,diesel,5,manual,2022,1956,4,4,yes,no,4598,1894,1706,6,fwd,power,4.93,tubeless radial,5,chennai
suv,20000,1,mg,mg hector,2022,1989999,2022,third party,petrol,5,automatic,2022,1451,4,4,yes,no,4655,1835,1760,8,fwd,power,5.41,tubeless radial,5,chennai
suv,20000,1,mg,mg hector,2022,1989999,2022,third party,petrol,5,automatic,2022,1451,4,4,yes,no,4655,1835,1760,8,fwd,power,5.41,tubeless radial,5,chennai
suv,55037,2,hyundai,hyundai creta,2020,1445000,2020,third party,diesel,5,manual,2020,1493,4,4,yes,no,4300,1790,1635,6,fwd,power,5.01,tubeless radial,5,chennai
hatchback,65607,1,hyundai,hyundai santro,2018,451000,2019,zero dep,petrol,5,manual,2018,1086,4,3,no,no,3610,1645,1560,5,fwd,power,5.01,tubeless radial,5,chennai
muv,70000,1,maruti,maruti ertiga tour,2021,1100000,2021,third party,cng,7,manual,2021,1462,4,4,no,no,4395,1735,1690,5,fwd,manual,5.2,tubeless radial,5,chennai
hatchback,74777,1,hyundai,hyundai i20,2016,631000,2016,comprehensive,petrol,5,manual,2016,1197,4,4,no,no,3985,1734,1505,5,fwd,power,5.2,tubeless,5,chennai
sedan,102392,2,toyota,toyota etios,2012,411000,2012,comprehensive,petrol,5,manual,2012,1496,4,4,no,no,4097,1734,1562,5,fwd,power,5.36,tubeless radial,4,chennai
sedan,90210,1,skoda,skoda rapid,2015,500000,2015,comprehensive,diesel,5,manual,2015,1498,4,4,yes,no,4386,1699,1466,5,fwd,power,5.3,tubeless radial,4,chennai
sedan,62373,1,maruti,maruti swift dzire,2014,488000,2014,third party,petrol,5,manual,2014,1197,4,4,no,no,3995,1735,1515,5,fwd,electric,4.8,tubeless radial,4,chennai
sedan,80000,1,tata,tata zest,2015,459999,2015,third party,diesel,5,manual,2015,1248,4,4,yes,no,3995,1706,1570,5,fwd,power,5.1,tubeless radial,4,chennai
hatchback,25219,2,maruti,maruti celerio,2018,513999,2018,comprehensive,petrol,5,automatic,2018,998,3,4,no,no,3695,1655,1555,5,fwd,electric,4.83,tubeless radial,5,chennai
hatchback,64409,3,maruti,maruti swift,2014,508000,2015,third party,diesel,5,manual,2014,1248,4,4,yes,no,3840,1735,1530,5,fwd,power,4.8,tubeless,5,chennai
suv,52000,1,tata,tata nexon,2018,865000,2018,comprehensive,diesel,5,manual,2018,1497,4,4,yes,no,3994,1811,1607,6,fwd,power,5.1,tubeless radial,5,chennai
sedan,30000,2,maruti,maruti ciaz,2018,855000,2019,comprehensive,petrol,5,automatic,2018,1462,4,4,no,no,4490,1730,1485,4,fwd,power,5.4,tubeless radial,4,chennai
sedan,14000,1,mercedes-benz,mercedes-benz s-class,2020,11800000,2021,comprehensive,diesel,5,automatic,2020,2925,6,4,yes,no,5255,1734,1494,9,rwd,power,6.15,tubeless radial,4,chennai
suv,48574,1,hyundai,hyundai venue,2019,925000,2019,comprehensive,diesel,5,manual,2019,1396,4,4,no,no,3995,1770,1605,6,fwd,power,5.01,radial,5,chennai
sedan,71423,1,honda,honda city,2012,509999,2012,comprehensive,petrol,5,automatic,2012,1497,4,4,no,no,4420,1695,1480,5,fwd,power,5.3,tubeless radial,4,chennai
sedan,30000,1,mercedes-benz,mercedes-benz e-class,2020,5700000,2020,comprehensive,diesel,5,automatic,2020,1950,4,4,yes,no,5063,1860,1494,9,rwd,electric,6.0,tubeless radial,4,chennai
hatchback,75498,1,maruti,maruti wagon r,2013,350000,2013,comprehensive,petrol,5,manual,2013,998,3,4,no,no,3595,1495,1700,5,fwd,power,4.6,tubeless radial,4,chennai
sedan,95963,1,honda,honda city,2017,630000,2017,third party,petrol,5,manual,2017,1497,4,4,no,no,4440,1695,1495,5,fwd,power,5.3,tubeless radial,4,chennai
hatchback,46613,1,maruti,maruti wagon r,2015,409999,2015,comprehensive,petrol,5,manual,2015,998,3,4,no,no,3599,1495,1700,5,fwd,power,4.6,tubeless,5,chennai
suv,30000,1,honda,honda wr-v,2017,725000,2017,third party,petrol,5,manual,2017,1199,4,4,no,no,3999,1734,1601,5,fwd,electric,5.3,tubeless radial,5,chennai
sedan,18722,1,honda,honda amaze,2015,466000,2015,comprehensive,petrol,5,manual,2015,1198,4,4,no,no,3990,1680,1505,5,fwd,power,4.5,tubeless radial,4,chennai
suv,5593,1,kia,kia seltos,2023,1864000,2023,comprehensive,petrol,5,automatic,2023,1353,4,4,yes,no,4315,1800,1645,7,fwd,electric,5.41,tubeless radial,5,chennai
suv,40000,1,audi,audi q3,2017,2700000,2017,third party,diesel,5,automatic,2017,1968,4,4,yes,no,4388,2019,1608,7,awd,power,5.9,tubeless radial,5,chennai
hatchback,20875,1,maruti,maruti celerio,2021,503000,2021,third party,petrol,5,manual,2021,998,3,4,no,no,3695,1655,1555,5,fwd,electric,4.83,tubeless radial,5,chennai
hatchback,46436,2,renault,renault kwid,2018,309000,2018,third party,petrol,5,manual,2018,799,3,4,no,no,3679,1579,1478,5,fwd,power,4.9,tubeless radial,5,chennai
sedan,127672,1,honda,honda city,2016,640000,2016,third party,petrol,5,automatic,2016,1497,4,4,no,no,4440,1695,1495,5,fwd,power,5.3,tubeless radial,4,chennai
suv,12814,1,hyundai,hyundai venue,2021,841000,2021,third party,petrol,5,manual,2021,1197,4,4,no,no,3995,1770,1605,5,fwd,electric,5.01,radial,5,chennai
suv,26000,1,tata,tata new safari,2022,1889999,2022,third party,diesel,7,manual,2022,1956,4,4,yes,no,4661,1894,1786,6,fwd,power,4.93,tubeless radial,5,chennai
hatchback,45851,1,hyundai,hyundai i10,2011,288000,2011,comprehensive,petrol,5,manual,2011,1197,4,4,no,no,3585,1595,1550,5,fwd,power,5.01,tubeless radial,4,chennai
suv,36349,1,hyundai,hyundai venue,2021,940000,2021,comprehensive,petrol,5,manual,2021,998,3,4,yes,no,3995,1770,1605,6,fwd,electric,5.01,radial,5,chennai
hatchback,35000,1,volkswagen,volkswagen polo,2018,844999,2018,comprehensive,petrol,5,automatic,2018,1197,4,4,yes,no,3971,1682,1469,7,fwd,power,4.97,tubeless radial,5,chennai
suv,17059,1,tata,tata new safari,2021,2055999,2021,comprehensive,diesel,7,automatic,2021,1956,4,4,yes,no,4661,1894,1786,6,fwd,power,4.93,tubeless radial,5,chennai
suv,37000,1,bmw,bmw x5,2019,7700000,2019,comprehensive,diesel,5,automatic,2019,2993,6,4,twin,no,4922,2218,1745,8,awd,power,6.12,tubeless runflat,5,chennai
hatchback,48163,2,maruti,maruti wagon r,2016,400000,2016,comprehensive,petrol,5,manual,2016,998,3,4,no,no,3599,1495,1700,5,fwd,power,4.6,tubeless,5,chennai
sedan,40000,3,maruti,maruti swift dzire,2013,425000,2013,third party,petrol,5,manual,2013,1197,4,4,no,no,3995,1695,1555,5,fwd,power,4.8,tubeless radial,4,chennai
sedan,150000,2,tata,tata indigo,2008,200000,2008,third party,diesel,5,manual,2008,1405,4,2,yes,no,4150,1620,1540,5,fwd,manual,5.0,tubeless radial,4,chennai
hatchback,20000,1,volkswagen,volkswagen polo,2020,750000,2020,third party,petrol,5,manual,2020,999,3,4,no,no,3971,1682,1469,5,fwd,electronic,4.9,tubeless radial,5,chennai
suv,47000,1,hyundai,hyundai creta,2019,1689999,2020,comprehensive,diesel,5,automatic,2019,1582,4,4,yes,no,4270,1780,1665,6,fwd,power,5.3,tubeless,5,chennai
hatchback,112711,1,hyundai,hyundai i10,2013,310000,2013,comprehensive,petrol,5,manual,2013,1197,4,4,no,no,3585,1595,1550,5,fwd,power,5.01,tubeless radial,4,chennai
suv,53000,1,toyota,toyota fortuner,2020,3900000,2020,comprehensive,diesel,7,automatic,2020,2755,4,4,yes,no,4795,1855,1835,6,4wd,power,5.8,tubeless radial,5,chennai
hatchback,65895,2,maruti,maruti celerio,2016,437000,2016,comprehensive,petrol,5,automatic,2016,998,3,4,no,no,3695,1655,1555,5,fwd,electric,4.83,tubeless radial,5,chennai
suv,15625,1,mahindra,mahindra xuv300,2022,1026000,2022,comprehensive,petrol,5,automatic,2022,1197,3,4,yes,no,3995,1821,1627,6,fwd,power,5.3,tubeless radial,5,chennai
hatchback,107595,1,maruti,maruti swift,2015,560000,2015,third party,diesel,5,manual,2015,1248,4,4,yes,no,3840,1735,1530,5,fwd,power,4.8,tubeless,5,chennai
hatchback,23838,1,maruti,maruti ignis,2017,532000,2017,comprehensive,petrol,5,manual,2017,1197,4,4,no,no,3700,1690,1595,5,fwd,electrical,4.7,tubeless radial,5,chennai
hatchback,28975,1,maruti,maruti alto k10,2015,323000,2015,third party,petrol,5,manual,2015,998,3,4,no,no,3530,1490,1520,5,fwd,power,4.5,tubeless radial,5,chennai
suv,30742,1,honda,honda wr-v,2018,770000,2018,third party,petrol,5,manual,2018,1199,4,4,no,no,3999,1734,1601,5,fwd,electric,5.3,tubeless radial,5,chennai
hatchback,10363,1,maruti,maruti s-presso,2022,492000,2022,comprehensive,petrol,5,manual,2022,998,3,4,no,no,3565,1520,1567,5,fwd,power,4.5,tubeless radial,5,chennai
sedan,100000,1,honda,honda city,2015,650000,2015,third party,petrol,5,manual,2015,1497,4,4,no,no,4440,1695,1495,5,fwd,power,5.3,tubeless radial,4,chennai
sedan,75555,1,honda,honda city,2016,633000,2017,comprehensive,petrol,5,manual,2016,1497,4,4,no,no,4440,1695,1495,5,fwd,power,5.3,tubeless radial,4,chennai
suv,60929,2,hyundai,hyundai creta,2018,982000,2018,third party,petrol,5,manual,2018,1591,4,4,no,no,4270,1780,1665,6,fwd,power,5.3,tubeless,5,chennai
suv,78000,2,bmw,bmw x5,2009,1350000,2009,comprehensive,diesel,5,automatic,2009,2993,6,4,yes,no,4886,2184,1762,8,4wd,power,6.12,tubeless radial,5,chennai
suv,120000,1,maruti,maruti vitara brezza,2017,900000,2017,third party,diesel,5,manual,2017,1248,4,4,yes,no,3995,1790,1640,5,fwd,power,5.2,tubeless radial,5,chennai
sedan,143185,1,honda,honda amaze,2014,370000,2014,comprehensive,diesel,5,manual,2014,1498,4,4,yes,no,3990,1680,1505,5,fwd,power,4.7,tubeless radial,4,chennai
sedan,115434,1,maruti,maruti ciaz,2017,620000,2017,comprehensive,petrol,5,manual,2017,1373,4,4,no,no,4490,1730,1485,5,fwd,power,5.4,tubeless radial,4,chennai
hatchback,43000,1,maruti,maruti ignis,2018,480000,2018,third party,petrol,5,manual,2018,1197,4,4,no,no,3700,1690,1595,5,fwd,electric,4.7,tubeless radial,5,chennai
hatchback,63309,1,honda,honda brio,2015,430000,2016,third party,petrol,5,manual,2015,1198,4,4,no,no,3610,1680,1500,5,fwd,power,4.5,tubeless radial,5,chennai
hatchback,150000,1,maruti,maruti swift,2015,500000,2015,third party,diesel,5,manual,2015,1248,4,4,yes,no,3840,1735,1530,5,fwd,power,4.8,tubeless,5,chennai
sedan,53000,1,bmw,bmw 7 series,2019,7600000,2019,comprehensive,diesel,5,automatic,2019,2993,6,4,yes,no,5219,2142,1481,8,rwd,power,6.25,tubeless radial,4,chennai
hatchback,39386,1,maruti,maruti baleno,2019,790000,2019,third party,petrol,5,manual,2019,1197,4,4,no,no,3995,1745,1510,5,fwd,electric,4.9,tubeless radial,5,chennai
sedan,42000,1,bmw,bmw 6 series,2018,5200000,2018,comprehensive,diesel,4,automatic,2018,2993,6,4,yes,no,5091,2158,1538,8,fwd,power,6.12,runflat,4,chennai
muv,29257,1,renault,renault triber,2021,776000,2021,comprehensive,petrol,7,automatic,2021,999,3,4,no,no,3991,1739,1643,5,fwd,electric,4.97,tubeless radial,5,chennai
hatchback,61829,1,maruti,maruti baleno,2017,702000,2017,comprehensive,petrol,5,automatic,2017,1197,4,4,no,no,3995,1745,1510,c,fwd,power,4.9,tubeless radial,5,chennai
hatchback,83901,1,maruti,maruti alto k10,2014,290000,2014,comprehensive,petrol,5,manual,2014,998,3,4,no,no,3545,1515,1475,5,fwd,power,4.6,tubeless radial,5,chennai
hatchback,33295,1,maruti,maruti celerio,2014,383000,2014,third party,petrol,5,manual,2014,998,3,4,no,no,3695,1655,1555,5,fwd,electric,4.83,tubeless radial,5,chennai
hatchback,33610,1,maruti,maruti celerio,2015,411000,2016,comprehensive,petrol,5,manual,2015,998,3,4,no,no,3695,1655,1555,5,fwd,electric,4.83,tubeless radial,5,chennai
sedan,95600,1,maruti,maruti ciaz,2014,615000,2014,comprehensive,diesel,5,manual,2014,1248,4,4,yes,no,4490,1730,1485,5,fwd,power,5.4,tubeless radial,4,chennai
hatchback,20960,1,tata,tata tiago,2018,515000,2019,comprehensive,petrol,5,manual,2018,1199,3,4,no,no,3746,1647,1535,5,fwd,power,4.9,tubeless,5,chennai
sedan,66000,1,bmw,bmw 3 series,2016,2575000,2016,comprehensive,diesel,5,automatic,2016,1995,4,4,yes,no,4709,1827,1435,8,rwd,power,5.5,tubeless radial,4,chennai
hatchback,85105,2,hyundai,hyundai i20,2015,507000,2015,third party,petrol,5,manual,2015,1197,4,4,no,no,3985,1734,1505,5,fwd,power,5.2,tubeless,5,chennai
hatchback,44519,2,hyundai,hyundai eon,2016,322000,2016,third party,petrol,5,manual,2016,814,3,3,no,no,3495,1550,1500,5,fwd,power,4.6,tubeless,5,chennai
hatchback,54024,1,maruti,maruti baleno,2017,575000,2017,comprehensive,petrol,5,manual,2017,1197,4,4,no,no,3995,1745,1510,5,fwd,power,4.9,tubeless radial,5,chennai
hatchback,20027,1,maruti,maruti baleno,2020,850000,2020,comprehensive,petrol,5,manual,2020,1197,4,4,no,no,3995,1745,1510,5,fwd,electric,4.9,tubeless radial,5,chennai
sedan,44000,1,audi,audi a6,2019,3700000,2019,comprehensive,diesel,5,automatic,2019,1968,4,4,yes,no,4933,2086,1455,7,fwd,power,5.95,tubeless radial,4,chennai
suv,58000,1,audi,audi q3,2014,1800000,2014,comprehensive,diesel,5,automatic,2014,1968,4,4,yes,no,4385,2019,1608,7,awd,power,5.9,tubeless radial,5,chennai
sedan,67905,1,honda,honda amaze,2013,425000,2013,comprehensive,diesel,5,manual,2013,1498,4,4,yes,no,3990,1680,1505,5,fwd,power,4.7,tubeless radial,4,chennai
hatchback,62604,1,maruti,maruti baleno,2017,650000,2017,third party,petrol,5,manual,2017,1197,4,4,no,no,3995,1745,1510,5,fwd,electric,4.9,tubeless radial,5,chennai
muv,120000,1,toyota,toyota innova,2009,750000,2009,third party,diesel,7,manual,2009,2494,4,4,yes,no,4580,1770,1755,5,fwd,power,5.4,tubeless radial,5,chennai
sedan,105781,1,honda,honda amaze,2014,450000,2014,comprehensive,diesel,5,manual,2014,1498,4,4,yes,no,3990,1680,1505,5,fwd,power,4.7,tubeless radial,4,chennai
sedan,68724,1,maruti,maruti ciaz,2017,720000,2017,third party,petrol,5,manual,2017,1373,4,4,no,no,4490,1730,1485,5,fwd,power,5.4,tubeless radial,4,chennai
hatchback,67000,1,maruti,maruti celerio,2014,425000,2014,comprehensive,petrol,5,automatic,2014,998,3,4,no,no,3715,1635,1565,5,fwd,power,4.7,tubeless radial,5,chennai
hatchback,110273,2,hyundai,hyundai i10,2010,235000,2010,comprehensive,petrol,5,manual,2010,1197,4,4,no,no,3585,1595,1550,5,fwd,power,5.01,tubeless radial,4,chennai
hatchback,65628,2,maruti,maruti celerio,2016,437000,2016,comprehensive,petrol,5,automatic,2016,998,3,4,no,no,3715,1635,1565,5,fwd,power,4.7,tubeless radial,5,chennai
hatchback,106075,1,volkswagen,volkswagen polo,2014,409999,2014,third party,petrol,5,manual,2014,1198,3,4,no,no,3971,1682,1469,5,fwd,power,4.97,tubeless radial,5,chennai
hatchback,6023,1,maruti,maruti ignis,2022,731000,2022,comprehensive,petrol,5,manual,2022,1197,4,4,no,no,3700,1690,1595,5,fwd,electric,4.7,tubeless radial,5,chennai
hatchback,38999,2,tata,tata tiago,2018,501999,2018,comprehensive,petrol,5,manual,2018,1199,3,4,no,no,3746,1647,1535,5,fwd,power,4.9,tubeless,5,chennai
muv,105000,1,toyota,toyota innova crysta,2018,2050000,2018,comprehensive,diesel,7,manual,2018,2393,7,4,yes,no,4735,1830,1795,5,rwd,power,5.4,tubeless radial,5,chennai
suv,7811,1,tata,tata new safari,2022,1963000,2022,comprehensive,diesel,7,automatic,2022,1956,4,4,yes,no,4661,1894,1786,6,fwd,power,4.93,tubeless radial,5,chennai
hatchback,58747,2,maruti,maruti alto k10,2011,222000,2011,comprehensive,petrol,5,manual,2011,998,3,4,no,no,3620,1475,1460,5,fwd,power,4.6,tubeless radial,5,chennai
suv,34965,1,tata,tata harrier,2019,1497000,2019,comprehensive,diesel,5,manual,2019,1956,4,4,yes,no,4598,1894,1706,6,fwd,power,4.93,tubeless,4,chennai
suv,106360,2,ford,ford ecosport,2015,529000,2015,comprehensive,diesel,5,manual,2015,1498,4,2,yes,no,3999,1765,1708,5,fwd,power,5.3,tubeless radial,5,chennai
hatchback,162049,2,maruti,maruti ritz,2010,210000,2010,comprehensive,petrol,5,manual,2010,1197,4,4,no,no,3775,1680,1620,5,fwd,power,4.7,tubeless radial,5,chennai
suv,30000,1,mercedes-benz,mercedes-benz gle,2020,7450000,2020,comprehensive,diesel,5,automatic,2020,1950,4,4,yes,no,4924,2157,1772,9,awd,power,5.9,tubeless radial,5,chennai
suv,26000,1,toyota,toyota urban cruiser,2021,975000,2021,comprehensive,petrol,5,manual,2021,1462,4,4,no,no,3995,1790,1640,5,fwd,electronic,5.2,tubeless radial,5,chennai
suv,25000,1,kia,kia seltos,2020,1450000,2020,comprehensive,petrol,5,automatic,2020,1497,4,4,no,no,4315,1800,1645,i,fwd,electric,5.41,tubeless radial,5,chennai
suv,35000,1,mercedes-benz,mercedes-benz glc,2021,6200000,2021,comprehensive,diesel,5,automatic,2021,1950,4,4,yes,no,4658,1890,1644,9,awd,power,5.73,tubeless radial,5,chennai
hatchback,57000,1,maruti,maruti swift,2020,595000,2020,comprehensive,petrol,5,manual,2020,1197,4,4,no,no,3840,1735,1530,5,fwd,electric,4.83,tubeless,5,chennai
suv,49000,1,hyundai,hyundai creta,2017,767000,2017,third party,petrol,5,manual,2017,1591,4,4,no,no,4270,1780,1630,6,fwd,power,5.3,tubeless,5,chennai
hatchback,30000,1,hyundai,hyundai i20,2022,825000,2022,comprehensive,petrol,5,manual,2022,1197,4,4,no,no,3995,1775,1505,5,fwd,electric,5.01,tubeless radial,5,chennai
